lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
Catarata Río Fortuna,All you do is swim here. If you are looking for a hike look elsewhere. Receptionist up front was misleading stating there were trails,2.0,parque,google_maps,en,"Todo lo que haces es nadar aquí. Si está buscando una caminata, busque en otro lado. La recepcionista del frente fue engañosa al afirmar que había senderos.",
Catarata Río Fortuna,"This is a must do while in La Fortuna. The views of the fall from the top are good, but do go down to see them up close.
The walk is al steps and about 600 of them (walking up too!), and can be a little slippery when it rains so be careful. But its through very dense and nice vegetarian which makes it a beautiful hike. At the end is the wonderful main waterfall and also a less dense one. We went as a large family with kids and we all loved it.",5.0,parque,google_maps,en,"Esto es algo que debes hacer mientras estés en La Fortuna. Las vistas de la caída desde la cima son buenas, pero baja para verlas de cerca.
La caminata consta de escalones y alrededor de 600 de ellos (¡caminando también!), y puede ser un poco resbaladizo cuando llueve, así que tenga cuidado. Pero es vegetariano muy denso y agradable, lo que la convierte en una hermosa caminata. Al final se encuentra la maravillosa cascada principal y también otra menos densa. Fuimos una familia numerosa con niños y nos encantó a todos.",
Catarata Río Fortuna,Beeindruckender Wasserfall! Der Weg dorthin ist herausfordernd mit seinen 500 Stufen... sehr empfehlenswert!,5.0,parque,google_maps,de,Impresionante cascada! El camino hasta allí es desafiante con sus 500 escalones... ¡muy recomendable!,
Catarata Río Fortuna,"Atestado de gente, hay que bajar unos 500 escalones y después subirlos!!! Precio de entrada elevadísimo para lo que hay.",2.0,parque,google_maps,es,"Atestado de gente, hay que bajar unos 500 escalones y después subirlos!!! Precio de entrada elevadísimo para lo que hay.",
Catarata Río Fortuna,Swimming at La Fortuna waterfall was one of the best experiences in Costa Rica,5.0,parque,google_maps,en,Nadar en la cascada La Fortuna fue una de las mejores experiencias en Costa Rica,
Catarata Río Fortuna,"Muy lindo, una atracción de medio dia tranqui. Te podes meter, el agua no estaba tan fria como decian",5.0,parque,google_maps,es,"Muy lindo, una atracción de medio dia tranqui. Te podes meter, el agua no estaba tan fria como decian",
Catarata Río Fortuna,Muy bello,5.0,parque,google_maps,unknown,Muy bello,
Catarata Río Fortuna,"Muito bonita, tem muitos degraus até chegar lá mas vale a pena para depois poder nada lá.",5.0,parque,google_maps,pt,"Muy bonito, hay muchos escalones para llegar pero vale la pena para poder nadar allí después.",
Catarata Río Fortuna,"We had an incredible experience visiting this place during the low season in April. We drove ourselves and found ample parking spots. We bought our tickets on-site, and there was no wait at all. They provided us with a waiver and explained that there are restrooms, a shop, a restaurant, and an ice cream parlor (with only two flavors) and a bar. There’s a 500-step hike down and up. The water is freezing, but the view is breathtaking. We thoroughly enjoyed our time here. I recommend bringing briny water shoes for the rocks are slippery once you’re in the water. Also, if you sweat easily, bring a small fan.",5.0,parque,google_maps,en,"Tuvimos una experiencia increíble visitando este lugar durante la temporada baja en abril. Condujimos nosotros mismos y encontramos amplios lugares para estacionar. Compramos nuestros boletos en el lugar y no hubo espera alguna. Nos dieron un waiver y nos explicaron que hay baños, una tienda, un restaurante, una heladería (solo de dos sabores) y un bar. Hay una caminata de 500 escalones hacia arriba y hacia abajo. El agua está helada, pero la vista es impresionante. Disfrutamos mucho de nuestra estancia aquí. Recomiendo llevar zapatos para agua salada porque las rocas están resbaladizas una vez que estás en el agua. Además, si sudas con facilidad, lleva un pequeño ventilador.",
Catarata Río Fortuna,Imperdível,5.0,parque,google_maps,unknown,Imperdível,
Catarata Río Fortuna,"Stunning large waterfall . Walk down 500 steps and a long slow 500 steps back . Well worth the effort . We went on a ‘swimming’ day which was a great experience . Moderately crowded , still plenty of room . Best to bring water shoes .",5.0,parque,google_maps,en,"Impresionante gran cascada. Baje 500 escalones y retroceda 500 pasos largos y lentos. Bien vale la pena el esfuerzo. Fuimos a un día de ""natación"" que fue una gran experiencia. Moderadamente lleno, todavía hay mucho espacio. Lo mejor es traer zapatos para el agua.",
Catarata Río Fortuna,"Visitamos a La Fortuna Waterfall e, sem dúvida, foi a melhor experiência da nossa viagem na Costa Rica.

A cachoeira é simplesmente belíssima. A água é incrível, o visual é impressionante e o lugar tem uma energia muito especial. É aquele tipo de passeio que você realmente aproveita com calma, entra na água gelada, vê os peixes, senta nas pedras e curte o momento.

Para chegar até lá, é preciso descer cerca de 500 degraus e depois encarar a subida na volta, mas vale totalmente o esforço. A estrutura do local é boa, com restaurante, banheiros e até algumas lojinhas e opções como sorvetes, tudo pago à parte.

Pagamos cerca de 40 dólares para duas pessoas, o que não é barato, mas dá para entender pelo nível de organização, manutenção das escadas e presença de salva-vidas.

Fomos em um dia de sol lindo, o que deixou tudo ainda mais especial. No geral, foi meu passeio favorito na Costa Rica e eu recomendo muito para quem estiver em La Fortuna.",5.0,parque,google_maps,pt,"Visitamos la Catarata La Fortuna y, sin duda, fue la mejor experiencia de nuestro viaje en Costa Rica.

La cascada es simplemente hermosa. El agua es increíble, la vista es impresionante y el lugar tiene una energía muy especial. Es ese tipo de viaje que realmente disfrutas con tranquilidad, meterte en el agua fría, ver los peces, sentarte en las rocas y disfrutar el momento.

Para llegar hay que bajar unos 500 escalones y luego afrontar la subida en el camino de vuelta, pero merece la pena el esfuerzo. La estructura del lugar es buena, con restaurante, baños e incluso algunas tiendas y opciones como heladerías, todo se paga aparte.

Pagamos unos 40 dólares por dos personas, lo cual no es barato, pero se nota el nivel de organización, el mantenimiento de las escaleras y la presencia de socorristas.

Fuimos en un hermoso día soleado, lo que hizo que todo fuera aún más especial. En general, fue mi recorrido favorito en Costa Rica y se lo recomiendo a cualquiera en La Fortuna.",
Catarata Río Fortuna,"It's gorgeous. It rained all day, intermittently, so be prepared for that. Definitely a spot to see.",4.0,parque,google_maps,en,"Es precioso. Llovió todo el día, de forma intermitente, así que prepárate para eso. Definitivamente un lugar para ver.",
Catarata Río Fortuna,"This isn't a hike to get away from the crowds.  There is definitely a whole set-up built around this waterfall to accommodate mass people and services.  Nevertheless, it is kind of a must-do hike if visiting La Fortuna (kind of like going to Yellowstone and seeing Old Faithful).  The steps are a plentiful, but easy enough to just take your time coming back up and it was very shaded.  Thought the now PDA sign section was funny.  Naturally, we had to take a selfie of us kissing in front of it before we left.",5.0,parque,google_maps,en,"Esta no es una caminata para alejarse de las multitudes.  Definitivamente hay todo un conjunto construido alrededor de esta cascada para acomodar a personas y servicios en masa.  Sin embargo, es una caminata obligada si se visita La Fortuna (algo así como ir a Yellowstone y ver Old Faithful).  Los escalones son abundantes, pero lo suficientemente fáciles como para tomarse su tiempo para volver a subir y estaba muy sombreado.  Pensé que la sección de carteles de PDA ahora era divertida.  Naturalmente, tuvimos que tomarnos una selfie besándonos frente a él antes de irnos.",
Catarata Río Fortuna,"Beautiful place to visit but the entrance fee is a little high for what you get, but price point around Costa Rica seems to be typically quite high anyway. Definitely recommend visiting if you’re in the area, but just be wary a lot of the places to visit are pricy and you may have to pick and choose which you feel is most worth visiting",4.0,parque,google_maps,en,"Hermoso lugar para visitar, pero la tarifa de entrada es un poco alta para lo que obtienes, pero el precio en Costa Rica parece ser bastante alto de todos modos. Definitivamente recomiendo visitarlo si estás en la zona, pero ten cuidado, muchos de los lugares para visitar son caros y es posible que tengas que elegir cuál crees que vale más la pena visitar.",
Catarata Río Fortuna,"Bonita catarata cerca de Arenal y buen tour pero SOBREVALORADO por mucho.
Hay otras cataratas o reservas naturales en el área a las que puedes acceder sin tener que pagar nada e igual de lindas.",3.0,parque,google_maps,es,"Bonita catarata cerca de Arenal y buen tour pero SOBREVALORADO por mucho.
Hay otras cataratas o reservas naturales en el área a las que puedes acceder sin tener que pagar nada e igual de lindas.",
Catarata Río Fortuna,"Un lugar muy bonito, tienen buen parqueo, restaurante y zona de bebidas, un camino asfaltado hasta las cataratas. Es un lugar con buena infraestructura para turistas, pero si buscas una experiencia full naturaleza tipo hike, tal vez no te guste tanto. Tomar en cuenta que son bastantes gradas (no tantas) pero si es una persona con mala condición física, tendrá problemas, pero hay descansaderos",4.0,parque,google_maps,es,"Un lugar muy bonito, tienen buen parqueo, restaurante y zona de bebidas, un camino asfaltado hasta las cataratas. Es un lugar con buena infraestructura para turistas, pero si buscas una experiencia full naturaleza tipo hike, tal vez no te guste tanto. Tomar en cuenta que son bastantes gradas (no tantas) pero si es una persona con mala condición física, tendrá problemas, pero hay descansaderos",
Catarata Río Fortuna,"Easy hike, well maintained. The water is clean, there is an area  for kids to easily play and swim and also a kore rocky side with view of the waterfall.",5.0,parque,google_maps,en,"Caminata fácil, bien mantenida. El agua está limpia, hay un área para que los niños jueguen y naden fácilmente y también un lado rocoso con vista a la cascada.",
Catarata Río Fortuna,"Richtiger Touri-Hotspot um den Wasserfall gebaut. Also wer Natur erleben möchte, sollte wo anders hingehen. Dafür natürlich alles easy erreichbar und unten kann gebadet werden, allerdings ist es sehr voll dort.",2.0,parque,google_maps,de,"Un verdadero punto turístico construido alrededor de la cascada. Entonces, si quieres experimentar la naturaleza, deberías ir a otro lugar. Por supuesto, todo es fácilmente accesible y se puede nadar abajo, aunque allí hay mucha gente.",
Catarata Río Fortuna,Go early in the morning,5.0,parque,google_maps,en,Ve temprano en la mañana,
Catarata Río Fortuna,"Beautiful waterfall! It was cold from the strong force of the fall creating wind and mist and water cold. The rocks are very slippery, I fell..and recommend to be a strong swimmer if you go into to pool. Many stairs to get down and up!",5.0,parque,google_maps,en,"Hermosa cascada! Hacía frío por la fuerte fuerza de la caída que creaba viento, niebla y agua fría. Las rocas son muy resbaladizas, me caí... y recomiendo ser un buen nadador si vas a la piscina. ¡Muchas escaleras para bajar y subir!",
Catarata Río Fortuna,"La cascade est magnifique, l’acces par les escaliers se fait facilement par contre la zone de baignade 1 (qui donne sous la cascade) est difficilement accessible : roches glissante, pas de plage, beaucoup de monde sur les rochers.",4.0,parque,google_maps,fr,"La cascada es magnífica, el acceso por las escaleras es fácil, sin embargo, la zona de baño 1 (que da a la cascada) es de difícil acceso: rocas resbaladizas, no hay playa, mucha gente en las rocas.",
Catarata Río Fortuna,Schöner Wasserfall nahe La Fortuna. Die Stufen runter sind nicht zu Unterschätzen. Natürlich viele Touris vor Ort. Lohnt sich aber,5.0,parque,google_maps,de,"Hermosa cascada cerca de La Fortuna. Los pasos hacia abajo no deben subestimarse. Por supuesto, hay muchos turistas en el lugar. pero vale la pena",
Catarata Río Fortuna,Worth all 500 steps down and up!,5.0,parque,google_maps,en,¡Vale la pena los 500 escalones de subida y bajada!,
Catarata Río Fortuna,"Typischer Instaspot. Trotzallem schöner Wasserfall. Viele Stufen. Gut ausgebaut. Der ""Frogbereich"" im Eingangsbereich lohnenswert.",5.0,parque,google_maps,de,"Lugar típico de Insta. Sin embargo, hermosa cascada. Muchos pasos. Bien desarrollado. Merece la pena la “zona de ranas” en la zona de entrada.",
Restaurante Fortuneño,Great ceviche!,5.0,restaurante,google_maps,unknown,Great ceviche!,
Restaurante Fortuneño,There seared tuna is delicious.,5.0,restaurante,google_maps,en,Allí el atún braseado está delicioso.,
Restaurante Fortuneño,Amazing experience. The food was affordable and delicious; the service and environment were excellent. Our waiter Carlos did a great job making us feel welcome and comfortable.,5.0,restaurante,google_maps,en,Experiencia increíble. La comida era asequible y deliciosa; el servicio y el ambiente fueron excelentes. Nuestro camarero Carlos hizo un gran trabajo haciéndonos sentir bienvenidos y cómodos.,
Restaurante Fortuneño,Food was ok but service was horrible. My wife and I came for dinner and we didn’t like the wings. We request to send it back but the server was rude. It was our first time there and definitely our last.,2.0,restaurante,google_maps,en,"La comida estaba bien, pero el servicio fue horrible. Mi esposa y yo vinimos a cenar y no nos gustaron las alitas. Solicitamos devolverlo pero el servidor fue grosero. Era nuestra primera vez allí y definitivamente la última.",
Restaurante Fortuneño,Delicious food options that are both authentic and international. Would highly recommend starting with the birria tacos,5.0,restaurante,google_maps,en,Deliciosas opciones de comida que son a la vez auténticas e internacionales. Recomiendo encarecidamente comenzar con los tacos de birria.,
Restaurante Fortuneño,Muy bueno!,5.0,restaurante,google_maps,unknown,Muy bueno!,
Restaurante Fortuneño,"Excellent service, delicious food. Adorable atmosphere",5.0,restaurante,google_maps,en,"Excelente servicio, comida deliciosa. Ambiente adorable",
Restaurante Fortuneño,Super super leckeres Essen!!! Ich hatte eine Bowl und mein Partner Reis mit Hähnchen. Große Empfehlung - würden wieder kommen :),5.0,restaurante,google_maps,de,"Comida súper súper deliciosa!!! Yo tomé un plato y mi compañero comió arroz con pollo. Gran recomendación, volvería :)",
Restaurante Fortuneño,"Mainor was our wonderful waiter. He was helpful, friendly and knowledgeable about the large menu. This restaurant deserves its high ratings. A must! The chicken roasting on spits tasted as good as it looked.",5.0,restaurante,google_maps,en,"Mainor fue nuestro maravilloso camarero. Fue servicial, amable y conocedor del gran menú. Este restaurante merece sus altas calificaciones. ¡Imprescindible! El pollo asado en asadores sabía tan bien como parecía.",
Restaurante Fortuneño,Deliceux repas. Prix résonnable. Mais malheureusement déçu du service. Belle ambiance et beaux décor pour prendre des photos. Vaut mieux réserver.,5.0,restaurante,google_maps,fr,Comida deliciosa. Precio razonable. Pero lamentablemente decepcionado con el servicio. Hermoso ambiente y hermosos paisajes para tomar fotos. Mejor reservar.,
Restaurante Fortuneño,"El sitio es bonito y lo que probamos estaba bien (patacones), el servicio muy amable.",4.0,restaurante,google_maps,es,"El sitio es bonito y lo que probamos estaba bien (patacones), el servicio muy amable.",
Restaurante Fortuneño,"Sin duda alguna, una parada obligatoria en San Carlos. Hoy martes visitamos el lugar para almorzar, nos atendió Don Carlos, la comida buena, yo soy salero entonces pedí sal pero el rissoto estaba bastante bueno. Mi esposa pidió la sopa de mariscos bastante rica y más con el frío que se estaba haciendo, habíamos decidido cambiar de lugar para la noche pero la verdad con la atención que nos brindo don Carlos, decidimos que teníamos que volver a ir y más sabiendo que no somos de la zona, así que fuimos nuevamente, el
Papardelle estaba bien y el Gordon Blue estaba buenísimo y nuevamente la atención de Don Carlos nos dejó sorprendidos. Fortuñeño cuiden a Don Carlos, por si no lo saben tienen una joya trabajando para ustedes.",5.0,restaurante,google_maps,es,"Sin duda alguna, una parada obligatoria en San Carlos. Hoy martes visitamos el lugar para almorzar, nos atendió Don Carlos, la comida buena, yo soy salero entonces pedí sal pero el rissoto estaba bastante bueno. Mi esposa pidió la sopa de mariscos bastante rica y más con el frío que se estaba haciendo, habíamos decidido cambiar de lugar para la noche pero la verdad con la atención que nos brindo don Carlos, decidimos que teníamos que volver a ir y más sabiendo que no somos de la zona, así que fuimos nuevamente, el
Papardelle estaba bien y el Gordon Blue estaba buenísimo y nuevamente la atención de Don Carlos nos dejó sorprendidos. Fortuñeño cuiden a Don Carlos, por si no lo saben tienen una joya trabajando para ustedes.",
Restaurante Fortuneño,The service was excellent and the food amazing. Jimmy was our service and we loved his recommendations. 100% recommended.,5.0,restaurante,google_maps,en,El servicio fue excelente y la comida increíble. Jimmy fue nuestro servicio y nos encantaron sus recomendaciones. 100% recomendado.,
Restaurante Fortuneño,Hervorragend gegessen. Sehr freundliches Personal. Die Speisen sehr schön angerichtet. Gutes Preis und Leistungsverhältnis. Ich kann es nur empfehlen. Reservierung ist sinnvoll.,5.0,restaurante,google_maps,de,Excelente comida. Personal muy amable. Los platos estaban muy bien preparados. Buena relación precio y prestaciones. Sólo puedo recomendarlo. La reserva tiene sentido.,
Restaurante Fortuneño,"The restaurant was full, but we got a nice bar table from where we could watch the hustle and bustle on La Fortuna's main street. We ordered half a grilled chicken with side dishes for two and passion fruit juice with crushed ice. Everything tasted very good. The staff was friendly. All in all, a good place to eat in La Fortuna.",4.0,restaurante,google_maps,en,"El restaurante estaba lleno, pero conseguimos una bonita mesa de bar desde donde podíamos observar el ajetreo y el bullicio de la calle principal de La Fortuna. Pedimos medio pollo a la parrilla con guarniciones para dos y jugo de maracuyá con hielo picado. Todo sabía muy bien. El personal fue amable. Considerándolo todo, un buen lugar para comer en La Fortuna.",
Restaurante Fortuneño,Great place. Awesome service and food. Combo #1 is spot on.,5.0,restaurante,google_maps,en,Gran lugar. Servicio y comida impresionantes. La combinación número 1 es perfecta.,
Restaurante Fortuneño,Over hyped… eat at a soda instead,4.0,restaurante,google_maps,en,Demasiado publicitado… mejor come un refresco,
Hotel Los Lagos Spa & Resort,Great place to experience the rain forest area in Costa Rica. Be sure to drive up or hike up the mountain from the resort. The view is great. The pools in the resort are great.,5.0,alojamiento,google_maps,en,Gran lugar para experimentar el área de la selva tropical en Costa Rica. Asegúrese de conducir o caminar por la montaña desde el resort. La vista es genial. Las piscinas del complejo son geniales.,
Hotel Los Lagos Spa & Resort,"The resort is beautiful with lots of lush greenery, flowers and trees. Each pool or hot springs area is beautiful and close together, yet seperate so you could almost always find a peaceful area to relax. My kids loved the pool and water slides, we all loved the different hot springs and that they were different temperatures. The staff was very helpful any time we needed anything or had questions. The poolside bar and restraunt was a hit with our family. The zipline at the hotel was amazing and we didn't have to leave the hotel to do it. They have a little nature walk by the restraunt, we saw tons of birds, and they have peacocks, turtles, chickens, ducks, fish and beautiful flowers the whole way. The hotel is all on the hillside of the base of the Arenal Volcano area, which gives you beautiful views, but also be prepared for lots of uphill and downhill walking or steps. They do offer the hotel shuttle any time to bring you anywhere on the grounds though if you just call and ask. We saw 2 howler monkeys, a pack of Coati right outside our room, iguanas, and geckos while there too. Any time we wanted to go anywhere that didn't provide transportation we juat messaged the red taxi service and askes for a pickup since we were a group of 6, the Uber's there tend to only take 4 people.",5.0,alojamiento,google_maps,en,"El complejo es precioso, con mucha vegetación exuberante, flores y árboles. Cada piscina o área de aguas termales es hermosa y está muy cerca una de la otra, pero separada, por lo que casi siempre puedes encontrar un área tranquila para relajarte. A mis hijos les encantó la piscina y los toboganes de agua, a todos nos encantaron las diferentes aguas termales y que tenían diferentes temperaturas. El personal fue muy servicial cada vez que necesitábamos algo o teníamos preguntas. El bar y restaurante junto a la piscina fue un éxito con nuestra familia. La tirolina en el hotel fue increíble y no tuvimos que salir del hotel para hacerlo. Tienen un pequeño paseo por la naturaleza junto al restaurante, vimos toneladas de pájaros y tienen pavos reales, tortugas, gallinas, patos, peces y hermosas flores durante todo el camino. Todo el hotel está en la ladera de la base del área del Volcán Arenal, lo que le brinda hermosas vistas, pero también prepárese para muchas caminatas o escalones cuesta arriba y cuesta abajo. Sin embargo, ofrecen el servicio de transporte del hotel en cualquier momento para llevarlo a cualquier lugar del recinto si simplemente llama y pregunta. Vimos 2 monos aulladores, una manada de coatíes justo afuera de nuestra habitación, iguanas y geckos mientras estuvimos allí también. Cada vez que queríamos ir a algún lugar que no ofreciera transporte, simplemente enviábamos un mensaje al servicio de taxi rojo y pedíamos que nos recogieran, ya que éramos un grupo de 6, los Uber tienden a aceptar solo 4 personas.",
Hotel Los Lagos Spa & Resort,Property was incredible! Fun for all ages!,5.0,alojamiento,google_maps,en,¡La propiedad fue increíble! ¡Diversión para todas las edades!,
Hotel Los Lagos Spa & Resort,"El lugar es muy agradable y el personal muy amable, puedes hospedarte en el hotel o tener un day pass ($33 sólo el hotel, $57 con alimentos incluidos).",5.0,alojamiento,google_maps,es,"El lugar es muy agradable y el personal muy amable, puedes hospedarte en el hotel o tener un day pass ($33 sólo el hotel, $57 con alimentos incluidos).",
Hotel Los Lagos Spa & Resort,Beautiful location and lovely hot springs! The birds and lizards surround you the whole time and the bubble massaging hot spring was the BEST thing I have encountered in my life! The only thing that made this less than a 5-star stay is that our room was WAY atop a steep hill - I am in pretty good shape but I still had sore hammies afterwards!,4.0,alojamiento,google_maps,en,"Hermosa ubicación y hermosas aguas termales! ¡Los pájaros y lagartos te rodean todo el tiempo y las aguas termales con masaje de burbujas fueron lo MEJOR que he encontrado en mi vida! Lo único que hizo que esta estancia fuera menos de 5 estrellas es que nuestra habitación estaba MUY encima de una colina empinada. Estoy en bastante buena forma, ¡pero todavía me dolían los hammies después!",
Hotel Los Lagos Spa & Resort,Had a day pass for the hot springs.  This was the best value thing we did the whole trip.  Price was incredible considering what was offered.  Even the food and drink prices were great.  Highly recommend spending the day here.,5.0,alojamiento,google_maps,en,Tenía un pase de un día para las aguas termales.  Esto fue lo mejor que hicimos durante todo el viaje.  El precio fue increíble considerando lo que se ofrecía.  Incluso los precios de la comida y la bebida eran geniales.  Recomiendo encarecidamente pasar el día aquí.,
Hotel Los Lagos Spa & Resort,"Visite las termas como parte de una actividad que contrate. Muy lindo ambiente y decoración , super agradable terminar con un baño relajante en aguas termales y tomar unos drinks en el wet bar. Todo el complejo se ve super chulo.",5.0,alojamiento,google_maps,es,"Visite las termas como parte de una actividad que contrate. Muy lindo ambiente y decoración , super agradable terminar con un baño relajante en aguas termales y tomar unos drinks en el wet bar. Todo el complejo se ve super chulo.",
Hotel Los Lagos Spa & Resort,"Magnifique établissement pour passer une journée dans les hot springs, ne pas louper le point de vue sur le volcan au bout de la route, c’est magique
Je déconseille le planteur qui est plutôt une glace à la fraise fondue avec du rhum",5.0,alojamiento,google_maps,fr,"Magnífico establecimiento para pasar un día en las aguas termales, no te pierdas la vista del volcán al final del camino, es mágico.
No recomiendo el macetero que es más bien un helado de fresa derretido con ron",
Hotel Los Lagos Spa & Resort,"Excelente lugar para quitar estrés con aguas termales
Aparte tienes deliciosa comida, bar, habitaciones cómodas",5.0,alojamiento,google_maps,es,"Excelente lugar para quitar estrés con aguas termales
Aparte tienes deliciosa comida, bar, habitaciones cómodas",
Hotel Los Lagos Spa & Resort,"We had a terrible experience here. We ate dinner one night at their pool bar/ restaurant and got food poisoning. Because of this, we missed our excursion the next day. When we told the front desk about this, they were not at all apologetic. They said that they did “research” and nobody else who ate at the restaurant got sick. They said the best they could offer was 30% off of that meal, which amounted to about 10 USD. After we argued with them, they did end up taking off the entire meal. However, this is the bare minimum they should have done after getting us sick. And the manager should at least apologize. Absolutely horrendous customer service. I would expect much better for the price we paid to stay here. They need to work on their food safety and customer service. After that, maybe they can call this a luxury resort.

We also ate at the other restaurant the night prior and the food was just okay. Would recommend eating at a local place in La Fortuna instead.

The rooms were fine. A bit outdated. No towel hooks, which made it hard to dry stuff. The walls are paper thin, so we could hear everything our neighbours were saying.

The food poisoning experience soured the entire stay. The hot springs were nice, but didn’t make up for it.",1.0,alojamiento,google_maps,en,"Tuvimos una experiencia terrible aquí. Cenamos una noche en el bar/restaurante de la piscina y sufrimos una intoxicación alimentaria. Por eso nos perdimos la excursión del día siguiente. Cuando le contamos esto a la recepción, no se disculparon en absoluto. Dijeron que hicieron “investigación” y nadie más que comía en el restaurante se enfermó. Dijeron que lo mejor que podían ofrecer era un 30% de descuento en esa comida, lo que equivalía a unos 10 dólares. Después de discutir con ellos, terminaron quitándose toda la comida. Sin embargo, esto es lo mínimo que deberían haber hecho después de enfermarnos. Y el director al menos debería pedir disculpas. Servicio al cliente absolutamente horrible. Esperaría mucho mejor por el precio que pagamos para quedarnos aquí. Necesitan trabajar en la seguridad alimentaria y el servicio al cliente. Después de eso, tal vez puedan llamar a esto un resort de lujo.

También comimos en el otro restaurante la noche anterior y la comida estaba bien. Recomendaría comer en un lugar local en La Fortuna.

Las habitaciones estaban bien. Un poco anticuado. No había ganchos para toallas, lo que dificultaba el secado. Las paredes son finas como el papel, por lo que podíamos escuchar todo lo que decían nuestros vecinos.

La experiencia de la intoxicación alimentaria agrió toda la estancia. Las aguas termales estaban bien, pero no lo compensaban.",
Hotel Los Lagos Spa & Resort,"Beautiful resort, friendly staff and great food. Several pools and the resort never felt crowded but BEWARE if your room is in the 200s and therefore higher up on the mountain it is difficult to get around without a car or shuttle service for those traveling with young children or people with reduced mobility! The resort is quite big and has lots of inclines which could make getting around challenging. Nonetheless I would recommend this resort and the volcano views are stunning!",4.0,alojamiento,google_maps,en,"Hermoso complejo, personal amable y excelente comida. Varias piscinas y el complejo nunca se sintieron abarrotados, pero TENGA CUIDADO si su habitación está en los 200 y, por lo tanto, más arriba en la montaña, es difícil moverse sin un automóvil o servicio de transporte para quienes viajan con niños pequeños o personas con movilidad reducida. El complejo es bastante grande y tiene muchas pendientes que pueden dificultar el desplazamiento. No obstante, recomendaría este complejo y las vistas del volcán son impresionantes.",
Hotel Los Lagos Spa & Resort,"Lindo lugar, bonitas y espaciosas habitaciones, 8 piscinas (6 calientes de agua termal y 2 de temperatura ambiente, que era tibias de todas maneras) el lugar es muy grande, tienen buses que te llevan desde la habitación a otras áreas del hotel y viceversa. Las personas muy amables, todo limpio y bonito.",5.0,alojamiento,google_maps,es,"Lindo lugar, bonitas y espaciosas habitaciones, 8 piscinas (6 calientes de agua termal y 2 de temperatura ambiente, que era tibias de todas maneras) el lugar es muy grande, tienen buses que te llevan desde la habitación a otras áreas del hotel y viceversa. Las personas muy amables, todo limpio y bonito.",
Hotel Los Lagos Spa & Resort,"Did a day pass for the pools. Stayed for about 4/5 hours. Easy to get to. More affordable than other hot springs but you would never know they are any less luxurious. Regular pool and various temperatures of hot pools. Amazing we could go on a Friday night and still have whole pools to ourselves. Wet bar was reasonably priced given its notoriety. You rent the towels with a bigger deposit but thats fine. Lockers are included. Everything felt clean and safe. Bathroom facilities had showers. Beautiful gardens surrounding the pools. Only noteable issue was we, like most people we saw, brought reusable water bottles and there was no where to fill them. Staff suggested using the sink in the bathroom but as a traveler I was a bit weary on that. Probably could just ask the bar.",5.0,alojamiento,google_maps,en,"Hicimos un pase de un día para las piscinas. Nos alojamos durante unas 4/5 horas. Fácil de llegar. Más asequible que otras aguas termales, pero nunca sabrías que son menos lujosas. Piscina regular y varias temperaturas de piscinas calientes. Es increíble que pudiéramos ir un viernes por la noche y aún tener piscinas enteras para nosotros solos. El bar con fregadero tenía un precio razonable dada su notoriedad. Alquilas las toallas con un depósito mayor pero está bien. Las taquillas están incluidas. Todo se sentía limpio y seguro. Los baños tenían duchas. Hermosos jardines rodeando las piscinas. El único problema notable fue que nosotros, como la mayoría de las personas que vimos, trajimos botellas de agua reutilizables y no había dónde llenarlas. El personal sugirió usar el lavabo del baño, pero como viajero estaba un poco cansado de eso. Probablemente podría preguntar en el bar.",
Restaurante Fortuneño,"Amazing, fresh food and very reasonable pricing!! The staff are great!",5.0,restaurante,google_maps,en,"¡Comida increíble, fresca y precios muy razonables! ¡El personal es genial!",
Restaurante Fortuneño,Food was excellent and our waiter Alexander was very attentive and friendly. For 8 people it was the least expensive meal we had all week and we all left very satisfied. Highly recommend!,5.0,restaurante,google_maps,en,La comida era excelente y nuestro camarero Alexander fue muy atento y amable. Para 8 personas fue la comida más barata que tuvimos en toda la semana y todos salimos muy satisfechos. ¡Muy recomendable!,
Restaurante Fortuneño,Incredible ceviche!  Great food good prices!!,5.0,restaurante,google_maps,en,¡Increíble ceviche!  Buena comida buenos precios!!,
Restaurante Fortuneño,"Muy buen servicio y atención, el
Lugar muy lindo. Pedimos chifrijo y fue el mejor lejos que hemos comido y un Gordon blue muy bueno también, 100% recomendado",5.0,restaurante,google_maps,es,"Muy buen servicio y atención, el
Lugar muy lindo. Pedimos chifrijo y fue el mejor lejos que hemos comido y un Gordon blue muy bueno también, 100% recomendado",
Restaurante Fortuneño,Service was slightly poor due to high amount of people. Food was really good. Would go back despite the service not being exceptional.,5.0,restaurante,google_maps,en,El servicio fue un poco deficiente debido a la gran cantidad de gente. La comida era realmente buena. Volvería a pesar de que el servicio no fuera excepcional.,
Restaurante Fortuneño,10 de 10  Muy buen servicio y muy buena atención al cliente y la comida excelente MUCHAS GRACIAS Mainor,5.0,restaurante,google_maps,es,10 de 10  Muy buen servicio y muy buena atención al cliente y la comida excelente MUCHAS GRACIAS Mainor,
